code,date,e,n,wqi
CLCB2,2024-02-01,105.21267,9.84895,49.4645781712315
CLCB2,2024-03-01,105.21267,9.84895,35.6593889923515
CLCB2,2024-04-01,105.21267,9.84895,35.6882165862322
CLCB2,2024-05-01,105.21267,9.84895,63.4175665267582
CLCB2,2024-06-01,105.21267,9.84895,54.8689664106583
CLCB2,2024-07-01,105.21267,9.84895,66.0644051192916
CLCB2,2024-08-01,105.21267,9.84895,65.6436482915159
CLCB2,2024-09-01,105.21267,9.84895,36.3029102435512
CLCB2,2024-10-01,105.21267,9.84895,54.2464262029443
CLCB2,2024-11-01,105.21267,9.84895,37.4397114321927
CLCB2,2024-12-01,105.21267,9.84895,35.8595653302246
CLCB2,2025-01-01,105.21267,9.84895,66.3969530962237
CLCB2,2025-02-01,105.21267,9.84895,37.3161221220445
CLCB2,2025-03-01,105.21267,9.84895,37.4291833132657
CLCB2,2025-04-01,105.21267,9.84895,52.926562453988
CLCB2,2025-05-01,105.21267,9.84895,37.4761536674029
CLCB2,2025-06-01,105.21267,9.84895,57.2117648661822
CLCB3,2023-04-01,105.05421,9.79762,50.2426064809796
CLCB3,2023-05-01,105.05421,9.79762,51.6246156186362
CLCB3,2023-06-01,105.05421,9.79762,49.6672365613807
CLCB3,2023-07-01,105.05421,9.79762,33.8425839496916
CLCB3,2023-08-01,105.05421,9.79762,63.5671760864657
CLCB3,2023-09-01,105.05421,9.79762,60.8116636451837
CLCB3,2023-10-01,105.05421,9.79762,48.9423766167644
CLCB3,2023-11-01,105.05421,9.79762,36.8135551099471
CLCB3,2023-12-01,105.05421,9.79762,34.4820424236446
CLCB3,2024-01-01,105.05421,9.79762,35.1908555413313
CLCB3,2024-02-01,105.05421,9.79762,51.146656909248
CLCB3,2024-03-01,105.05421,9.79762,52.2667364177341
CLCB3,2024-04-01,105.05421,9.79762,40.9775118091237
CLCB3,2024-05-01,105.05421,9.79762,55.3536863305603
CLCB3,2024-06-01,105.05421,9.79762,64.560813930532
CLCB3,2024-07-01,105.05421,9.79762,36.4091765507523
CLCB3,2024-08-01,105.05421,9.79762,65.8059809106938
CLCB3,2024-09-01,105.05421,9.79762,36.7121624122942
CLCB3,2024-10-01,105.05421,9.79762,54.6326002326054
CLCB3,2024-11-01,105.05421,9.79762,39.1875491291516
CLCB3,2024-12-01,105.05421,9.79762,65.7275821180335
CLCB3,2025-01-01,105.05421,9.79762,66.6064656785387
CLCB3,2025-02-01,105.05421,9.79762,68.6561552724521
CLCB3,2025-03-01,105.05421,9.79762,56.8811310898622
CLCB3,2025-04-01,105.05421,9.79762,36.7846737420029
CLCB3,2025-05-01,105.05421,9.79762,54.3264798501204
CLCB3,2025-06-01,105.05421,9.79762,54.0940284500684
CLCB4,2023-04-01,105.13009,9.66705,49.0236998881696
CLCB4,2023-05-01,105.13009,9.66705,69.5250305486405
CLCB4,2023-06-01,105.13009,9.66705,49.2358001918467
CLCB4,2023-07-01,105.13009,9.66705,42.5130597999695
CLCB4,2023-08-01,105.13009,9.66705,51.1849605606629
CLCB4,2023-09-01,105.13009,9.66705,62.5817754685932
CLCB4,2023-10-01,105.13009,9.66705,48.4447940568432
CLCB4,2023-11-01,105.13009,9.66705,53.2848361316089
CLCB4,2023-12-01,105.13009,9.66705,35.548819162331
CLCB4,2024-01-01,105.13009,9.66705,35.3384984802676
CLCB4,2024-02-01,105.13009,9.66705,67.4113462220004
CLCB4,2024-03-01,105.13009,9.66705,55.2316429413759
CLCB4,2024-04-01,105.13009,9.66705,35.0597047130877
CLCB4,2024-05-01,105.13009,9.66705,66.5297603765779
CLCB4,2024-06-01,105.13009,9.66705,53.2059839220462
CLCB4,2024-07-01,105.13009,9.66705,36.0110111875486
CLCB4,2024-08-01,105.13009,9.66705,53.0507390986668
CLCB4,2024-09-01,105.13009,9.66705,36.0816213335159
CLCB4,2024-10-01,105.13009,9.66705,38.7871179757276
CLCB4,2024-11-01,105.13009,9.66705,38.9735065630027
CLCB4,2024-12-01,105.13009,9.66705,35.3789055229187
CLCB4,2025-01-01,105.13009,9.66705,53.5921135369583
CLCB4,2025-02-01,105.13009,9.66705,54.5648087482533
CLCB4,2025-03-01,105.13009,9.66705,56.5305140465723
CLCB4,2025-04-01,105.13009,9.66705,52.7047779291454
CLCB4,2025-05-01,105.13009,9.66705,55.8356396626825
CLCB4,2025-06-01,105.13009,9.66705,56.7055540705001
CLCB5,2023-04-01,105.29636,9.474,62.2808815965795
CLCB5,2023-05-01,105.29636,9.474,50.8933063816278
CLCB5,2023-06-01,105.29636,9.474,62.7226859615873
CLCB5,2023-07-01,105.29636,9.474,61.8126209764217
CLCB5,2023-08-01,105.29636,9.474,33.8857369008167
CLCB5,2023-09-01,105.29636,9.474,34.8795083727908
CLCB5,2023-10-01,105.29636,9.474,63.892433921293
CLCB5,2023-11-01,105.29636,9.474,52.2870483388585
CLCB5,2023-12-01,105.29636,9.474,52.0613598906177
CLCB5,2024-01-01,105.29636,9.474,65.5781985263943
CLCB5,2024-02-01,105.29636,9.474,47.480847500658
CLCB5,2024-03-01,105.29636,9.474,37.8520784488928
CLCB5,2024-04-01,105.29636,9.474,50.6433268673481
CLCB5,2024-05-01,105.29636,9.474,66.1603702983376
CLCB5,2024-06-01,105.29636,9.474,64.6315152604698
CLCB5,2024-07-01,105.29636,9.474,53.3223186068746
CLCB5,2024-08-01,105.29636,9.474,53.7782342562499
CLCB5,2024-09-01,105.29636,9.474,51.9571674277412
CLCB5,2024-10-01,105.29636,9.474,37.4524823892671
CLCB5,2024-11-01,105.29636,9.474,39.4283431705891
CLCB5,2024-12-01,105.29636,9.474,36.8295926454952
CLCB5,2025-01-01,105.29636,9.474,49.474063555615
CLCB5,2025-02-01,105.29636,9.474,53.5839459727437
CLCB5,2025-03-01,105.29636,9.474,56.056677210002
CLCB5,2025-04-01,105.29636,9.474,53.0907428131885
CLCB5,2025-05-01,105.29636,9.474,57.1892578808848
CLCB5,2025-06-01,105.29636,9.474,54.5140370308776
CLCB6,2023-04-01,105.37559,9.5934,61.142683687661
CLCB6,2023-05-01,105.37559,9.5934,50.5619834439491
CLCB6,2023-06-01,105.37559,9.5934,62.1404396555746
CLCB6,2023-07-01,105.37559,9.5934,33.8237308344856
CLCB6,2023-08-01,105.37559,9.5934,35.5923043971876
CLCB6,2023-09-01,105.37559,9.5934,32.1313697653695
CLCB6,2023-10-01,105.37559,9.5934,33.3870582469849
CLCB6,2023-11-01,105.37559,9.5934,66.1047857819295
CLCB6,2023-12-01,105.37559,9.5934,64.9439058517101
CLCB6,2024-01-01,105.37559,9.5934,35.7721485100634
CLCB6,2024-02-01,105.37559,9.5934,66.2925230988202
CLCB6,2024-03-01,105.37559,9.5934,66.345635880059
CLCB6,2024-04-01,105.37559,9.5934,39.3662317872356
CLCB6,2024-05-01,105.37559,9.5934,66.7785121328911
CLCB6,2024-06-01,105.37559,9.5934,53.435380146177
CLCB6,2024-07-01,105.37559,9.5934,67.1114414711218
CLCB6,2024-08-01,105.37559,9.5934,66.4125023038235
CLCB6,2024-09-01,105.37559,9.5934,44.8380975541246
CLCB6,2024-10-01,105.37559,9.5934,66.3222579466278
CLCB6,2024-11-01,105.37559,9.5934,37.2408773388517
CLCB6,2024-12-01,105.37559,9.5934,35.3155028671033
CLCB6,2025-01-01,105.37559,9.5934,38.7905083117075
CLCB6,2025-02-01,105.37559,9.5934,77.3002291576334
CLCB6,2025-03-01,105.37559,9.5934,67.3059245431014
CLCB6,2025-04-01,105.37559,9.5934,35.8228613938723
CLCB6,2025-05-01,105.37559,9.5934,54.6303318646951
CLCB6,2025-06-01,105.37559,9.5934,57.7544301430038
CLCB7,2023-04-01,105.37671,9.77976,52.0279477545789
CLCB7,2023-05-01,105.37671,9.77976,35.1415273802724
CLCB7,2023-06-01,105.37671,9.77976,50.4304843856683
CLCB7,2023-07-01,105.37671,9.77976,63.3836954489089
CLCB7,2023-08-01,105.37671,9.77976,34.9481306905448
CLCB7,2023-09-01,105.37671,9.77976,34.5299984956262
CLCB7,2023-10-01,105.37671,9.77976,50.9322877428209
CLCB7,2023-11-01,105.37671,9.77976,63.1634696895225
CLCB7,2023-12-01,105.37671,9.77976,51.6080091130846
CLCB7,2024-01-01,105.37671,9.77976,66.1720497620236
CLCB7,2024-02-01,105.37671,9.77976,63.5743941823543
CLCB7,2024-03-01,105.37671,9.77976,54.612295521858
CLCB7,2024-04-01,105.37671,9.77976,34.8281952341885
CLCB7,2024-05-01,105.37671,9.77976,66.1610679928639
CLCB7,2024-06-01,105.37671,9.77976,51.9684924602612
CLCB7,2024-07-01,105.37671,9.77976,65.9244315622732
CLCB7,2024-08-01,105.37671,9.77976,66.6070966739715
CLCB7,2024-09-01,105.37671,9.77976,53.6920482726155
CLCB7,2024-10-01,105.37671,9.77976,39.2584916481224
CLCB7,2024-11-01,105.37671,9.77976,39.1406026977756
CLCB7,2024-12-01,105.37671,9.77976,36.5114900802056
CLCB7,2025-01-01,105.37671,9.77976,36.8520888715895
CLCB7,2025-02-01,105.37671,9.77976,66.0199874049063
CLCB7,2025-03-01,105.37671,9.77976,53.6974538161992
CLCB7,2025-04-01,105.37671,9.77976,36.5666275961827
CLCB7,2025-05-01,105.37671,9.77976,53.2376385363893
CLCB7,2025-06-01,105.37671,9.77976,56.8539232847796
CLCB8,2023-04-01,105.42469,9.94938,63.8517874431475
CLCB8,2023-05-01,105.42469,9.94938,50.9847813578017
CLCB8,2023-06-01,105.42469,9.94938,64.6059524675296
CLCB8,2023-07-01,105.42469,9.94938,52.766527149729
CLCB8,2023-08-01,105.42469,9.94938,50.0114000559056
CLCB8,2023-09-01,105.42469,9.94938,61.1947959349414
CLCB8,2023-10-01,105.42469,9.94938,65.4852922832471
CLCB8,2023-11-01,105.42469,9.94938,63.0901399866157
CLCB8,2023-12-01,105.42469,9.94938,64.2516807096681
CLCB8,2024-01-01,105.42469,9.94938,62.9066428773614
CLCB8,2024-02-01,105.42469,9.94938,62.6214545205165
CLCB8,2024-03-01,105.42469,9.94938,66.2095159577014
CLCB8,2024-04-01,105.42469,9.94938,47.0276825372749
CLCB8,2024-05-01,105.42469,9.94938,64.3740402392118
CLCB8,2024-06-01,105.42469,9.94938,35.6121609529406
CLCB8,2024-07-01,105.42469,9.94938,53.3721385410726
CLCB8,2024-08-01,105.42469,9.94938,65.0454714609698
CLCB8,2024-09-01,105.42469,9.94938,43.5567343056151
CLCB8,2024-10-01,105.42469,9.94938,36.7756526867157
CLCB8,2024-11-01,105.42469,9.94938,54.4475008021615
CLCB8,2024-12-01,105.42469,9.94938,44.4212759268988
CLCB8,2025-01-01,105.42469,9.94938,53.2486885878847
CLCB8,2025-02-01,105.42469,9.94938,54.2084662241382
CLCB8,2025-03-01,105.42469,9.94938,52.3561149067438
CLCB8,2025-04-01,105.42469,9.94938,52.6698711003412
CLCB8,2025-05-01,105.42469,9.94938,52.7746310302772
CLCB8,2025-06-01,105.42469,9.94938,54.7966656029131
CLCB9,2023-04-01,105.35439,9.87573,51.146490195916
CLCB9,2023-05-01,105.35439,9.87573,64.2657941545443
CLCB9,2023-06-01,105.35439,9.87573,64.422096338442
CLCB9,2023-07-01,105.35439,9.87573,52.5487527314083
CLCB9,2023-08-01,105.35439,9.87573,51.8331465309986
CLCB9,2023-09-01,105.35439,9.87573,33.7607449925616
CLCB9,2023-10-01,105.35439,9.87573,52.0691161853337
CLCB9,2023-11-01,105.35439,9.87573,61.2201953101363
CLCB9,2023-12-01,105.35439,9.87573,52.1926514616612
CLCB9,2024-01-01,105.35439,9.87573,50.5370581408981
CLCB9,2024-02-01,105.35439,9.87573,52.6909143907207
CLCB9,2024-03-01,105.35439,9.87573,66.6767967579002
CLCB9,2024-04-01,105.35439,9.87573,51.655086661521
CLCB9,2024-05-01,105.35439,9.87573,53.8277709790433
CLCB9,2024-06-01,105.35439,9.87573,57.1868225202353
CLCB9,2024-07-01,105.35439,9.87573,53.1485535036181
CLCB9,2024-08-01,105.35439,9.87573,53.6777604479771
CLCB9,2024-09-01,105.35439,9.87573,36.4168145492224
CLCB9,2024-10-01,105.35439,9.87573,39.2916394575092
CLCB9,2024-11-01,105.35439,9.87573,39.5338018934299
CLCB9,2024-12-01,105.35439,9.87573,37.153642352527
CLCB9,2025-01-01,105.35439,9.87573,52.3498826005454
CLCB9,2025-02-01,105.35439,9.87573,55.1789984207325
CLCB9,2025-03-01,105.35439,9.87573,35.664130416401
CLCB9,2025-04-01,105.35439,9.87573,55.240610519244
CLCB9,2025-05-01,105.35439,9.87573,68.397203923257
CLCB9,2025-06-01,105.35439,9.87573,56.3981122765777
DATI1,2024-12-01,106.232697,11.465033,66.9096238744906
DATI1,2025-01-01,106.232697,11.465033,3.5914103243167
DATI1,2025-02-01,106.232697,11.465033,5.2330474600115
DATI1,2025-03-01,106.232697,11.465033,56.1274456506875
DATI1,2025-04-01,106.232697,11.465033,55.2834603393644
DATI1,2025-05-01,106.232697,11.465033,67.1455306489722
DATI1,2025-06-01,106.232697,11.465033,45.6640932756435
DATI10,2024-12-01,106.072264,11.477061,66.5597817412126
DATI10,2025-01-01,106.072264,11.477061,6.49631849919638
DATI10,2025-02-01,106.072264,11.477061,4.39031065303023
DATI10,2025-03-01,106.072264,11.477061,34.934529513463
DATI10,2025-04-01,106.072264,11.477061,34.1030590279798
DATI10,2025-05-01,106.072264,11.477061,67.1028787771526
DATI10,2025-06-01,106.072264,11.477061,52.3451694073897
DATI11,2024-12-01,106.356833,10.991417,64.7441858698978
DATI11,2025-01-01,106.356833,10.991417,4.92841269381966
DATI11,2025-02-01,106.356833,10.991417,6.82128083234456
DATI11,2025-03-01,106.356833,10.991417,64.0918692368756
DATI11,2025-04-01,106.356833,10.991417,50.3467814173874
DATI11,2025-05-01,106.356833,10.991417,44.0274125806917
DATI11,2025-06-01,106.356833,10.991417,66.7607813221854
DATI12,2024-12-01,106.116972,11.376806,64.433116571421
DATI12,2025-01-01,106.116972,11.376806,5.25697506118067
DATI12,2025-02-01,106.116972,11.376806,4.86744328172264
DATI12,2025-03-01,106.116972,11.376806,65.4419097653242
DATI12,2025-04-01,106.116972,11.376806,50.2855337501588
DATI12,2025-05-01,106.116972,11.376806,65.5516801085801
DATI12,2025-06-01,106.116972,11.376806,66.3961737700303
DATI13,2024-12-01,106.022778,11.404719,42.7660725971924
DATI13,2025-01-01,106.022778,11.404719,5.86885214321213
DATI13,2025-02-01,106.022778,11.404719,55.5999436603461
DATI13,2025-03-01,106.022778,11.404719,65.7103016559269
DATI13,2025-04-01,106.022778,11.404719,42.824657636566
DATI13,2025-05-01,106.022778,11.404719,44.3806404537876
DATI13,2025-06-01,106.022778,11.404719,54.6114576127521
DATI14,2024-12-01,106.344242,11.18115,44.0681693879561
DATI14,2025-01-01,106.344242,11.18115,6.29260983395682
DATI14,2025-02-01,106.344242,11.18115,6.52141803151621
DATI14,2025-03-01,106.344242,11.18115,64.4502644891423
DATI14,2025-04-01,106.344242,11.18115,64.6007349232392
DATI14,2025-05-01,106.344242,11.18115,52.8916621721163
DATI14,2025-06-01,106.344242,11.18115,45.4389986602727
DATI15,2024-12-01,106.324056,11.02775,31.3745387987817
DATI15,2025-01-01,106.324056,11.02775,3.33922301739433
DATI15,2025-02-01,106.324056,11.02775,3.34402605218432
DATI15,2025-03-01,106.324056,11.02775,30.2531538447838
DATI15,2025-04-01,106.324056,11.02775,49.0098050139299
DATI15,2025-05-01,106.324056,11.02775,30.9131745222003
DATI15,2025-06-01,106.324056,11.02775,49.4097581497326
DATI16,2024-12-01,106.207742,11.300415,63.8406340757558
DATI16,2025-01-01,106.207742,11.300415,3.49438455539835
DATI16,2025-02-01,106.207742,11.300415,5.1536611547096
DATI16,2025-03-01,106.207742,11.300415,42.4361137527731
DATI16,2025-04-01,106.207742,11.300415,50.3658294051667
DATI16,2025-05-01,106.207742,11.300415,50.3806181202583
DATI16,2025-06-01,106.207742,11.300415,34.9479493399292
DATI17,2024-12-01,106.503419,10.948525,80.3747663871714
DATI17,2025-01-01,106.503419,10.948525,6.51139468767351
DATI17,2025-02-01,106.503419,10.948525,6.55221744451662
DATI17,2025-03-01,106.503419,10.948525,80.1865232412182
DATI17,2025-04-01,106.503419,10.948525,36.4125246459993
DATI17,2025-05-01,106.503419,10.948525,66.4822472124595
DATI17,2025-06-01,106.503419,10.948525,64.5674505949789
DATI18,2024-12-01,106.363967,10.981836,31.3457115807867
DATI18,2025-01-01,106.363967,10.981836,3.04663381814538
DATI18,2025-02-01,106.363967,10.981836,2.9396390068817
DATI18,2025-03-01,106.363967,10.981836,29.8790889707006
DATI18,2025-04-01,106.363967,10.981836,51.3399644668625
DATI18,2025-05-01,106.363967,10.981836,65.9312534435603
DATI18,2025-06-01,106.363967,10.981836,64.9456226493456
DATI19,2024-12-01,106.255414,11.225739,79.2329550084091
DATI19,2025-01-01,106.255414,11.225739,4.46138222171367
DATI19,2025-02-01,106.255414,11.225739,6.56531473749181
DATI19,2025-03-01,106.255414,11.225739,43.2043427540353
DATI19,2025-04-01,106.255414,11.225739,51.3203083926807
DATI19,2025-05-01,106.255414,11.225739,66.0570118763571
DATI19,2025-06-01,106.255414,11.225739,62.660406989946
DATI2,2024-12-01,106.362636,11.416258,36.8749769657402
DATI2,2025-01-01,106.362636,11.416258,4.48057709114041
DATI2,2025-02-01,106.362636,11.416258,3.14597389467047
DATI2,2025-03-01,106.362636,11.416258,66.9179757985115
DATI2,2025-04-01,106.362636,11.416258,50.6579925146882
DATI2,2025-05-01,106.362636,11.416258,66.9377722961201
DATI2,2025-06-01,106.362636,11.416258,67.2018870755236
DATI20,2024-12-01,106.092778,11.313028,45.2302501708456
DATI20,2025-01-01,106.092778,11.313028,3.27989316400864
DATI20,2025-02-01,106.092778,11.313028,2.91927888962567
DATI20,2025-03-01,106.092778,11.313028,32.2038926462403
DATI20,2025-04-01,106.092778,11.313028,59.3077126662245
DATI20,2025-05-01,106.092778,11.313028,49.0619293397736
DATI20,2025-06-01,106.092778,11.313028,54.4538359008718
DATI21,2024-12-01,106.091769,11.253581,33.5653120877501
DATI21,2025-01-01,106.091769,11.253581,3.50243193123003
DATI21,2025-02-01,106.091769,11.253581,3.45093717186761
DATI21,2025-03-01,106.091769,11.253581,32.9674793714
DATI21,2025-04-01,106.091769,11.253581,48.0803183131941
DATI21,2025-05-01,106.091769,11.253581,48.8447011452768
DATI21,2025-06-01,106.091769,11.253581,47.1074050908176
DATI22,2024-12-01,106.31714,11.329494,44.3596391684613
DATI22,2025-01-01,106.31714,11.329494,4.46216658769263
DATI22,2025-02-01,106.31714,11.329494,3.00608170807911
DATI22,2025-03-01,106.31714,11.329494,30.9109051009834
DATI22,2025-04-01,106.31714,11.329494,46.6391260972244
DATI22,2025-05-01,106.31714,11.329494,42.9166465142689
DATI22,2025-06-01,106.31714,11.329494,42.5138645816901
DATI23,2024-12-01,106.615581,10.991867,48.4037453496452
DATI23,2025-01-01,106.615581,10.991867,3.48031436850844
DATI23,2025-02-01,106.615581,10.991867,3.56246708698466
DATI23,2025-03-01,106.615581,10.991867,33.4931973086899
DATI23,2025-04-01,106.615581,10.991867,44.7807833449379
DATI23,2025-05-01,106.615581,10.991867,31.8586210871778
DATI23,2025-06-01,106.615581,10.991867,32.1447909977289
DATI24,2024-12-01,106.262806,11.080472,53.0530778713766
DATI24,2025-01-01,106.262806,11.080472,3.54038767248899
DATI24,2025-02-01,106.262806,11.080472,4.681338613942
DATI24,2025-03-01,106.262806,11.080472,68.2265582479582
DATI24,2025-04-01,106.262806,11.080472,63.6001976384894
DATI24,2025-05-01,106.262806,11.080472,50.2516898085408
DATI24,2025-06-01,106.262806,11.080472,56.5706618152998
DATI3,2024-12-01,106.299203,11.390678,35.1446789215453
DATI3,2025-01-01,106.299203,11.390678,3.6087845135521
DATI3,2025-02-01,106.299203,11.390678,5.17727196774668
DATI3,2025-03-01,106.299203,11.390678,51.9828395748082
DATI3,2025-04-01,106.299203,11.390678,42.9187935908597
DATI3,2025-05-01,106.299203,11.390678,65.4253422322541
DATI3,2025-06-01,106.299203,11.390678,44.9615516675281
DATI4,2024-12-01,106.33361,11.338717,71.0607179654045
DATI4,2025-01-01,106.33361,11.338717,6.70648849719881
DATI4,2025-02-01,106.33361,11.338717,5.26747894121054
DATI4,2025-03-01,106.33361,11.338717,34.5723400346847
DATI4,2025-04-01,106.33361,11.338717,35.7484419004896
DATI4,2025-05-01,106.33361,11.338717,63.8118385763592
DATI4,2025-06-01,106.33361,11.338717,37.5604761808881
DATI5,2024-12-01,106.424556,11.497803,37.0898861376624
DATI5,2025-01-01,106.424556,11.497803,6.52150037051585
DATI5,2025-02-01,106.424556,11.497803,4.40727874321249
DATI5,2025-03-01,106.424556,11.497803,64.2187813694968
DATI5,2025-04-01,106.424556,11.497803,53.3084380217855
DATI5,2025-05-01,106.424556,11.497803,52.4387585103245
DATI5,2025-06-01,106.424556,11.497803,57.1434669638246
DATI6,2024-12-01,106.363289,11.475936,3.96044515869526
DATI6,2025-01-01,106.363289,11.475936,4.59939482953743
DATI6,2025-02-01,106.363289,11.475936,6.45388271113636
DATI6,2025-03-01,106.363289,11.475936,63.5924651156162
DATI6,2025-04-01,106.363289,11.475936,66.8016808985514
DATI6,2025-05-01,106.363289,11.475936,55.6681185221435
DATI6,2025-06-01,106.363289,11.475936,55.0856152631572
DATI7,2024-12-01,106.339558,11.321814,65.9993057116769
DATI7,2025-01-01,106.339558,11.321814,5.05349882053911
DATI7,2025-02-01,106.339558,11.321814,5.67779253868307
DATI7,2025-03-01,106.339558,11.321814,53.8591834344555
DATI7,2025-04-01,106.339558,11.321814,65.2846975596844
DATI7,2025-05-01,106.339558,11.321814,53.4766364659061
DATI7,2025-06-01,106.339558,11.321814,44.2753847873617
DATI8,2024-12-01,106.253806,11.372667,67.1393663489115
DATI8,2025-01-01,106.253806,11.372667,5.15527746525748
DATI8,2025-02-01,106.253806,11.372667,5.3371601514841
DATI8,2025-03-01,106.253806,11.372667,66.1772856520691
DATI8,2025-04-01,106.253806,11.372667,43.919424197995
DATI8,2025-05-01,106.253806,11.372667,54.1129537677798
DATI8,2025-06-01,106.253806,11.372667,65.614107337338
DATI9,2024-12-01,106.221889,11.436608,34.5707630299411
DATI9,2025-01-01,106.221889,11.436608,6.58872480718433
DATI9,2025-02-01,106.221889,11.436608,5.4056684941005
DATI9,2025-03-01,106.221889,11.436608,51.4522759109603
DATI9,2025-04-01,106.221889,11.436608,47.3601112583334
DATI9,2025-05-01,106.221889,11.436608,65.8548517680604
DATI9,2025-06-01,106.221889,11.436608,50.9878358657916
DT1,2024-05-01,106.254444,11.431361,64.336571271882
DT1,2024-06-01,106.254444,11.431361,43.4210416901087
DT1,2024-07-01,106.254444,11.431361,52.5131673963348
DT1,2024-08-01,106.254444,11.431361,65.5389042700282
DT1,2024-09-01,106.254444,11.431361,66.1571317787363
DT1,2024-10-01,106.254444,11.431361,63.7862623871424
DT1,2024-11-01,106.254444,11.431361,62.7350976573928
DT1,2024-12-01,106.254444,11.431361,67.0562133498119
DT1,2025-01-01,106.254444,11.431361,43.6178096899189
DT1,2025-02-01,106.254444,11.431361,63.2803824661095
DT1,2025-03-01,106.254444,11.431361,62.4388275899574
DT1,2025-04-01,106.254444,11.431361,54.9323809107693
DT1,2025-05-01,106.254444,11.431361,56.6342038160428
DT1,2025-06-01,106.254444,11.431361,65.8150152440569
DT12,2024-05-01,106.116697,11.376806,50.0012034879604
DT12,2024-06-01,106.116697,11.376806,49.547277352044
DT12,2024-07-01,106.116697,11.376806,63.7765827207077
DT12,2024-08-01,106.116697,11.376806,34.692910074081
DT12,2024-09-01,106.116697,11.376806,36.41220627807
DT12,2024-10-01,106.116697,11.376806,50.5207987816214
DT12,2024-11-01,106.116697,11.376806,51.1790934592415
DT12,2024-12-01,106.116697,11.376806,57.9089525321295
DT12,2025-01-01,106.116697,11.376806,62.5053947304121
DT12,2025-02-01,106.116697,11.376806,49.7921929874772
DT12,2025-03-01,106.116697,11.376806,51.4834348229607
DT12,2025-04-01,106.116697,11.376806,49.1456103279552
DT12,2025-05-01,106.116697,11.376806,61.9291702260358
DT12,2025-06-01,106.116697,11.376806,63.4280338914342
DT14,2024-05-01,106.091778,11.253583,34.1678898133458
DT14,2024-06-01,106.091778,11.253583,32.6391977442995
DT14,2024-07-01,106.091778,11.253583,33.4359911897078
DT14,2024-08-01,106.091778,11.253583,34.4072929165174
DT14,2024-09-01,106.091778,11.253583,53.6744839470808
DT14,2024-10-01,106.091778,11.253583,34.7346510809164
DT14,2024-11-01,106.091778,11.253583,35.3715377615098
DT14,2024-12-01,106.091778,11.253583,37.8995092096267
DT14,2025-01-01,106.091778,11.253583,63.7796221583163
DT14,2025-02-01,106.091778,11.253583,48.5337424662577
DT14,2025-03-01,106.091778,11.253583,39.2205924699681
DT14,2025-04-01,106.091778,11.253583,32.3495612031771
DT14,2025-05-01,106.091778,11.253583,67.1402192617465
DT14,2025-06-01,106.091778,11.253583,65.7107614931452
DT15,2024-05-01,106.643083,10.981639,49.2793624806022
DT15,2024-06-01,106.643083,10.981639,62.731636306453
DT15,2024-07-01,106.643083,10.981639,63.3301132369086
DT15,2024-08-01,106.643083,10.981639,66.7504126667153
DT15,2024-09-01,106.643083,10.981639,52.5985559985026
DT15,2024-10-01,106.643083,10.981639,61.4036773058501
DT15,2024-11-01,106.643083,10.981639,44.6489392536674
DT15,2024-12-01,106.643083,10.981639,34.4525881892016
DT15,2025-01-01,106.643083,10.981639,31.6011472414694
DT15,2025-02-01,106.643083,10.981639,32.3266148026112
DT15,2025-03-01,106.643083,10.981639,33.8166179360126
DT15,2025-04-01,106.643083,10.981639,32.2926819314616
DT15,2025-05-01,106.643083,10.981639,33.204151715991
DT15,2025-06-01,106.643083,10.981639,49.5308734445702
DT16,2024-05-01,106.648694,10.92,49.2002575374897
DT16,2024-06-01,106.648694,10.92,49.2913341166527
DT16,2024-07-01,106.648694,10.92,63.7767189511345
DT16,2024-08-01,106.648694,10.92,63.8609218780604
DT16,2024-09-01,106.648694,10.92,54.4550851218681
DT16,2024-10-01,106.648694,10.92,47.916405597239
DT16,2024-11-01,106.648694,10.92,47.7925855827077
DT16,2024-12-01,106.648694,10.92,33.191571111476
DT16,2025-01-01,106.648694,10.92,53.0433643043296
DT16,2025-02-01,106.648694,10.92,34.8533444948623
DT16,2025-03-01,106.648694,10.92,33.196587395837
DT16,2025-04-01,106.648694,10.92,34.0881737241622
DT16,2025-05-01,106.648694,10.92,51.955742094015
DT16,2025-06-01,106.648694,10.92,33.812707566909
DT18,2024-04-01,106.475056,10.638444,64.4771354987082
DT18,2024-05-01,106.475056,10.638444,36.4846781951107
DT18,2024-06-01,106.475056,10.638444,65.3691628626018
DT18,2024-07-01,106.475056,10.638444,52.3746091818692
DT18,2024-08-01,106.475056,10.638444,53.3748578267157
DT18,2024-09-01,106.475056,10.638444,52.7982725562746
DT18,2024-10-01,106.475056,10.638444,33.3082436200791
DT18,2024-11-01,106.475056,10.638444,36.4866386085257
DT18,2024-12-01,106.475056,10.638444,77.4643942760888
DT18,2025-01-01,106.475056,10.638444,48.3356268018202
DT18,2025-02-01,106.475056,10.638444,33.0070032881288
DT18,2025-03-01,106.475056,10.638444,47.779524916937
DT18,2025-04-01,106.475056,10.638444,53.0440346812806
DT18,2025-05-01,106.475056,10.638444,31.6192199233703
DT18,2025-06-01,106.475056,10.638444,66.0311319814677
DT2,2024-05-01,106.413556,11.417944,51.5146546614539
DT2,2024-06-01,106.413556,11.417944,43.510900153403
DT2,2024-07-01,106.413556,11.417944,64.6971132322038
DT2,2024-08-01,106.413556,11.417944,65.7766475708862
DT2,2024-09-01,106.413556,11.417944,56.4058915110538
DT2,2024-10-01,106.413556,11.417944,35.9869413109914
